contract,route,sample_id,feature_name,signed_delta,absolute_delta
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_coverage,0.0,0.0
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_cwb_sum,-0.0202468037605285,0.0202468037605285
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_et0_sum,0.4714130237698555,0.4714130237698555
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_expected_days,-0.0066724363714456,0.0066724363714456
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_observed_days,0.10450064577162271,0.10450064577162271
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_prec_sum,-0.0497357267886401,0.0497357267886401
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_rad_sum,-0.3314579464495182,0.3314579464495182
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_tmax_mean,0.048287546262145,0.048287546262145
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_tmin_mean,0.09576911292970179,0.09576911292970179
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2001,weather_vpd_mean,-0.032216282561421394,0.032216282561421394
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_coverage,0.0,0.0
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_cwb_sum,-0.0027313474565743997,0.0027313474565743997
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_et0_sum,-0.0180645510554313,0.0180645510554313
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_expected_days,0.0062606856226920995,0.0062606856226920995
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_observed_days,0.0957407485693693,0.0957407485693693
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_prec_sum,-0.1020358763635157,0.1020358763635157
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_rad_sum,-0.0816696621477603,0.0816696621477603
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_tmax_mean,0.011444896459579499,0.011444896459579499
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_tmin_mean,0.12598389759659773,0.12598389759659773
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2002,weather_vpd_mean,0.08546148613095281,0.08546148613095281
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_coverage,0.0,0.0
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_cwb_sum,-0.0185374151915311,0.0185374151915311
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_et0_sum,0.4317143131047486,0.4317143131047486
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_expected_days,0.005007369443774196,0.005007369443774196
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_observed_days,0.094130378216505,0.094130378216505
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_prec_sum,-0.1171943731606006,0.1171943731606006
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_rad_sum,-0.2522502299398184,0.2522502299398184
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_tmax_mean,0.0394311156123877,0.0394311156123877
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_tmin_mean,0.086124399676919,0.086124399676919
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2003,weather_vpd_mean,-0.017551295459270505,0.017551295459270505
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_coverage,0.0,0.0
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_cwb_sum,-0.007979132235050201,0.007979132235050201
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_et0_sum,0.3181313276290893,0.3181313276290893
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_expected_days,0.016682956367730997,0.016682956367730997
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_observed_days,0.0904865395277738,0.0904865395277738
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_prec_sum,-0.09063382819294931,0.09063382819294931
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_rad_sum,-0.2198820225894451,0.2198820225894451
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_tmax_mean,0.0449368972331285,0.0449368972331285
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_tmin_mean,0.07876334525644779,0.07876334525644779
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2004,weather_vpd_mean,0.020101150497794103,0.020101150497794103
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2005,weather_coverage,0.0,0.0
GROUP_complete,combined_kd,CY-Bench_wheat_AU|AU-111|2005,weather_cwb_sum,-0.012916784733533901,0.012916784733533901
